 format: day,hour,value location:81_75 Start : 20210101 ,¿ù
9,1300,0,0
9,1400,0,0
9,1500,0,0
9,1600,0,0
9,1700,0,0
9,1800,0,0
9,1900,0,0
9,2000,0,0
9,2100,0,0
9,2200,0,0
9,2300,0,0
10,0,0,0
10,100,0,0
10,200,0,0
10,300,0,0
10,400,0,0
10,500,0,0
10,600,0,0
10,700,0,0
10,800,0,0
10,900,0,0
10,1000,0,0
10,1100,0,0
10,1200,0,0
10,1300,0,0
10,1400,0,0
10,1500,0,0
10,1600,0,0
10,1700,0,0
10,1800,0,0
10,1900,0,0
10,2000,0,0
10,2100,0,0
10,2200,0,0
10,2300,0,0
11,0,0,0
11,100,0,0
11,200,0,0
11,300,0,0
11,400,0,0
11,500,0,0
11,600,0,0
11,700,0,0
11,800,0,0
11,900,0,0
11,1000,0,0
11,1100,0,0
11,1200,0,0
11,1300,0,0
11,1400,0,0
11,1500,0,0
11,1600,0,0
11,1700,0,0
11,1800,0,0
11,1900,0,0
11,2000,0,0
11,2100,0,0
11,2200,0,0
11,2300,0,0
12,0,0,0
12,100,0,0
12,200,0,0
12,300,0,0
12,400,0,0
12,500,0,0
12,600,0,0
12,700,0,0
12,800,0,0
12,900,0,0
12,1000,0,0
12,1100,0,0
12,1200,0,0
12,1300,0,0
12,1400,0,0
12,1500,0,0
12,1600,0,0
12,1700,0,0
12,1800,0,0
12,1900,0,0
12,2000,0,0
12,2100,0,0
12,2200,0,0
12,2300,0,0
13,0,0,0
13,100,0,0
13,200,0,0
13,300,0,0
13,400,0,0
13,500,0,0
13,600,0,0
13,700,0,0
13,800,0,0
13,900,0,0
13,1000,0,0
13,1100,0,0
13,1200,0,0
13,1300,0,0
13,1400,0,0
13,1500,0,0
13,1600,0,0
13,1700,0,0
13,1800,0,0
13,1900,0,0
13,2000,0,0
13,2100,0,0
13,2200,0,0
13,2300,0,0
14,0,0,0
14,100,0,0
14,200,0,0
14,300,0,0
14,400,0,0
14,500,0,0
14,600,0,0
14,700,0,0
14,800,0,0
14,900,0,0
14,1000,0,0
14,1100,0,0
14,1200,0,0
14,1300,0,0
14,1400,0,0
14,1500,0,0
14,1600,0,0
14,1700,0,0
14,1800,0,0
14,1900,0,0
14,2000,0,0
14,2100,0,0
14,2200,0,0
14,2300,0,0
15,0,0,0
15,100,0,0
15,200,0,0
15,300,0,0
15,400,0,0
15,500,0,0
15,600,0,0
15,700,0,0
15,800,0,0
15,900,0,0
15,1000,0,0
15,1100,0,0
15,1200,0,0
15,1300,0,0
15,1400,0,0
15,1500,0,0
15,1600,0,0
15,1700,0,0
15,1800,0,0
15,1900,0,0
15,2000,0,0
15,2100,0,0
15,2200,0,0
15,2300,0,0
16,0,0,0
16,100,0,0
16,200,0,0
16,300,0,0
16,400,0,0
16,500,0,0
16,600,0,0
16,700,0,0
16,800,0,0
16,900,0,0
16,1000,0,0
16,1100,0,0
16,1200,0,0
16,1300,0,0
16,1400,0,0
16,1500,0,0
16,1600,0,0
16,1700,0,0
16,1800,0,0
16,1900,0,0
16,2000,0,0
16,2100,0,0
16,2200,0,0
16,2300,0,0
17,0,0,0
17,100,0,0
17,200,0,0
17,300,0,0
17,400,0,0
17,500,0,0
17,600,0,0
17,700,0,0
17,800,0,0
17,900,0,0
17,1000,0,0
17,1100,0,0
17,1200,0,0
17,1300,0,0
17,1400,0,0
17,1500,0,0
17,1600,0,0
17,1700,0,0
17,1800,0,0
17,1900,0,0
17,2000,0,0
17,2100,0,0
17,2200,0,0
17,2300,0,0
18,0,0,0
18,100,0,0
18,200,0,0
18,300,0.2,0
18,400,0,0
18,500,0,0
18,600,0,0
18,700,0,0
18,800,0,0
18,900,0,0
18,1000,0,0
18,1100,0,0
18,1200,0,0
18,1300,0,0
18,1400,0,0
18,1500,0,0
18,1600,0,0
18,1700,0,0
18,1800,0,0
18,1900,0,0
18,2000,0,0
18,2100,0,0
18,2200,0,0
18,2300,0,0
19,0,0,0
19,100,0,0
19,200,0,0
19,300,0,0
19,400,0,0
19,500,0,0
19,600,0,0
19,700,0,0
19,800,0,0
19,900,0,0
19,1000,0,0
19,1100,0,0
19,1200,0,0
19,1300,0,0
19,1400,0,0
19,1500,0,0
19,1600,0,0
19,1700,0,0
19,1800,0,0
19,1900,0,0
19,2000,0,0
19,2100,0,0
19,2200,0,0
19,2300,0,0
20,0,0,0
20,100,0,0
20,200,0,0
20,300,0,0
20,400,0,0
20,500,0,0
20,600,0,0
20,700,0,0
20,800,0,0
20,900,0,0
20,1000,0,0
20,1100,0,0
20,1200,0,0
20,1300,0,0
20,1400,0,0
20,1500,0,0
20,1600,0,0
20,1700,0,0
20,1800,0,0
20,1900,0,0
20,2000,0,0
20,2100,0,0
20,2200,0,0
20,2300,0,0
21,0,0,0
21,100,0,0
21,200,0,0
21,300,0,0
21,400,0,0
21,500,0,0
21,600,0,0
21,700,0,0
21,800,0.1,0
21,900,0.1,0
21,1000,0.2,0
21,1100,0.3,0
21,1200,0.6,0
21,1300,0.3,0
21,1400,0.2,0
21,1500,0,0
21,1600,0,0
21,1700,0.2,0
21,1800,0.2,0
21,1900,0.2,0
21,2000,0.5,0
21,2100,0,0
21,2200,0,0
21,2300,0,0
22,0,0,0
22,100,0,0
22,200,0,0
22,300,0,0
22,400,0,0
22,500,0,0
22,600,0,0
22,700,0,0
22,800,0,0
22,900,0,0
22,1000,0,0
22,1100,0,0
22,1200,0,0
22,1300,0,0
22,1400,0,0
22,1500,0,0
22,1600,0,0
22,1700,0,0
22,1800,0,0
22,1900,0,0
22,2000,0,0
22,2100,0,0
22,2200,0,0
22,2300,0,0
23,0,0.2,0
23,100,0.1,0
23,200,0,0
23,300,0,0
23,400,0,0
23,500,0,0
23,600,0,0
23,700,0,0
23,800,0,0
23,900,0,0
23,1000,0,0
23,1100,0.2,0
23,1200,0.2,0
23,1300,0.6,0
23,1400,0.1,0
23,1500,0,0
23,1600,0,0
23,1700,0,0
23,1800,0,0
23,1900,0,0
23,2000,0,0
23,2100,0,0
23,2200,0,0
23,2300,0,0
24,0,0,0
24,100,0,0
24,200,0,0
24,300,0,0
24,400,0,0
24,500,0,0
24,600,0,0
24,700,0,0
24,800,0,0
24,900,0,0
24,1000,0,0
24,1100,0,0
24,1200,0,0
24,1300,0,0
24,1400,0,0
24,1500,0,0
24,1600,0,0
24,1700,0,0
24,1800,0,0
24,1900,0,0
24,2000,0,0
24,2100,0,0
24,2200,0,0
24,2300,0,0
25,0,0,0
25,100,0,0
25,200,0,0
25,300,0,0
25,400,0,0
25,500,0,0
25,600,0,0
25,700,0,0
25,800,0,0
25,900,0,0
25,1000,0,0
25,1100,0,0
25,1200,0,0
25,1300,0,0
25,1400,0,0
25,1500,0,0
25,1600,0,0
25,1700,0,0
25,1800,0,0
25,1900,0,0
25,2000,0.4,0
25,2100,0.4,0
25,2200,1.2,0
25,2300,1.2,0
26,0,1.7,0
26,100,1.2,0
26,200,1.3,0
26,300,0.7,0
26,400,1.1,0
26,500,0.7,0
26,600,0.4,0
26,700,0,0
26,800,0,0
26,900,0,0
26,1000,0,0
26,1100,0,0
26,1200,0,0
26,1300,0,0
26,1400,0,0
26,1500,0,0
26,1600,0,0
26,1700,0,0
26,1800,0,0
26,1900,0,0
26,2000,0,0
26,2100,0,0
26,2200,0,0
26,2300,0,0
27,0,0,0
27,100,0,0
27,200,0,0
27,300,0,0
27,400,0,0
27,500,0,0
27,600,0,0
27,700,0,0
27,800,0,0
27,900,0,0
27,1000,0,0
27,1100,0,0
27,1200,0,0
27,1300,0,0
27,1400,0,0
27,1500,0,0
27,1600,0,0
27,1700,0,0
27,1800,0,0
27,1900,0,0
27,2000,0,0
27,2100,0,0
27,2200,0,0
27,2300,0,0
28,0,0,0
28,100,0,0
28,200,0,0
28,300,0,0
28,400,0,0
28,500,0,0
28,600,0,0
28,700,0,0
28,800,0,0
28,900,0,0
28,1000,0,0
28,1100,0,0
28,1200,0,0
28,1300,0,0
28,1400,0,0
28,1500,0,0
28,1600,0,0
28,1700,0,0
28,1800,0,0
28,1900,0,0
28,2000,0,0
28,2100,0,0
28,2200,0,0
28,2300,0,0
29,0,0,0
29,100,0,0
29,200,0,0
29,300,0,0
29,400,0,0
29,500,0,0
29,600,0,0
29,700,0,0
29,800,0,0
29,900,0,0
29,1000,0,0
29,1100,0,0
29,1200,0,0
29,1300,0,0
29,1400,0,0
29,1500,0,0
29,1600,0,0
29,1700,0,0
29,1800,0,0
29,1900,0,0
29,2000,0,0
29,2100,0,0
29,2200,0,0
29,2300,0,0
30,0,0,0
30,100,0,0
30,200,0,0
30,300,0,0
30,400,0,0
30,500,0,0
30,600,0,0
30,700,0,0
30,800,0,0
30,900,0,0
30,1000,0,0
30,1100,0,0
30,1200,0,0
30,1300,0,0
30,1400,0,0
30,1500,0,0
30,1600,0,0
30,1700,0,0
30,1800,0,0
30,1900,0,0
30,2000,0,0
30,2100,0,0
30,2200,0,0
30,2300,0,0
31,0,0,0
31,100,0,0
31,200,0,0
31,300,0,0
31,400,0,0
31,500,0,0
31,600,0,0
31,700,0,0
31,800,0,0
31,900,0,0
31,1000,0,0
31,1100,0,0
31,1200,0,0
31,1300,0.3,0
31,1400,1,0
31,1500,2.3,0
31,1600,3.3,0
31,1700,3.2,0
31,1800,2.3,0
31,1900,2,0
31,2000,1.3,0
31,2100,1.3,0
31,2200,0,0
31,2300,0,0
 Start : 20210201 ,,,
1,0,0,1
1,100,0,1
1,200,0,1
1,300,0,1
1,400,0,1
1,500,0,1
1,600,0,1
1,700,0,1
1,800,0,1
1,900,0,1
1,1000,0,1
1,1100,0,1
1,1200,0,1
1,1300,0,1
1,1400,0,1
1,1500,0,1
1,1600,0,1
1,1700,0,1
1,1800,0,1
1,1900,0,1
1,2000,0,1
1,2100,0,1
1,2200,0,1
1,2300,0,1
2,0,0,1
2,100,0,1
2,200,0,1
2,300,0,1
2,400,0,1
2,500,0,1
2,600,0,1
2,700,0,1
2,800,0,1
2,900,0,1
2,1000,0,1
2,1100,0,1
2,1200,0,1
2,1300,0,1
2,1400,0,1
2,1500,0,1
2,1600,0,1
2,1700,0,1
2,1800,0,1
2,1900,0,1
2,2000,0,1
2,2100,0,1
2,2200,0,1
2,2300,0,1
3,0,0,1
3,100,0,1
3,200,0,1
3,300,0,1
3,400,0,1
3,500,0,1
3,600,0,1
3,700,0,1
3,800,0,1
3,900,0,1
3,1000,0,1
3,1100,0,1
3,1200,0,1
3,1300,0,1
3,1400,0,1
3,1500,0,1
3,1600,0,1
3,1700,0,1
3,1800,0,1
3,1900,0,1
3,2000,0,1
3,2100,0,1
3,2200,0,1
3,2300,0,1
4,0,0,1
4,100,0,1
4,200,0,1
4,300,0,1
4,400,0,1
4,500,0,1
4,600,0,1
4,700,0,1
4,800,0,1
4,900,0,1
4,1000,0,1
4,1100,0,1
4,1200,0,1
4,1300,0,1
4,1400,0,1
4,1500,0,1
4,1600,0,1
4,1700,0,1
4,1800,0,1
4,1900,0,1
4,2000,0,1
4,2100,0,1
4,2200,0,1
4,2300,0,1
5,0,0,1
5,100,0,1
5,200,0,1
5,300,0,1
5,400,0,1
5,500,0,1
5,600,0,1
5,700,0,1
5,800,0,1
5,900,0,1
5,1000,0,1
5,1100,0,1
5,1200,0,1
5,1300,0,1
5,1400,0,1
5,1500,0,1
5,1600,0,1
5,1700,0,1
5,1800,0,1
5,1900,0,1
5,2000,0,1
5,2100,0,1
5,2200,0,1
5,2300,0,1
6,0,0,1
6,100,0,1
6,200,0,1
6,300,0,1
6,400,0,1
6,500,0,1
6,600,0,1
6,700,0,1
6,800,0,1
6,900,0,1
6,1000,0,1
6,1100,0,1
6,1200,0,1
6,1300,0,1
6,1400,0,1
6,1500,0,1
6,1600,0,1
6,1700,0,1
6,1800,0,1
6,1900,0,1
6,2000,0,1
6,2100,0,1
6,2200,0,1
6,2300,0,1
7,0,0,1
7,100,0,1
7,200,0,1
7,300,0,1
7,400,0,1
7,500,0,1
7,600,0,1
7,700,0,1
7,800,0,1
7,900,0,1
7,1000,0,1
7,1100,0,1
7,1200,0,1
7,1300,0,1
7,1400,0,1
7,1500,0,1
7,1600,0,1
7,1700,0,1
7,1800,0,1
7,1900,0,1
7,2000,0,1
7,2100,0,1
7,2200,0,1
7,2300,0,1
8,0,0,1
8,100,0,1
8,200,0,1
8,300,0,1
8,400,0,1
8,500,0,1
8,600,0,1
8,700,0,1
8,800,0,1
8,900,0,1
8,1000,0,1
8,1100,0,1
8,1200,0,1
8,1300,0,1
8,1400,0,1
8,1500,0,1
8,1600,0,1
8,1700,0,1
8,1800,0,1
8,1900,0,1
8,2000,0,1
8,2100,0,1
8,2200,0,1
8,2300,0,1
9,0,0,1
9,100,0,1
9,200,0,1
9,300,0,1
9,400,0,1
9,500,0,1
9,600,0,1
9,700,0,1
9,800,0,1
9,900,0,1
9,1000,0,1
9,1100,0,1
9,1200,0,1
9,1300,0,1
9,1400,0,1
9,1500,0,1
9,1600,0,1
9,1700,0,1
9,1800,0,1
9,1900,0,1
9,2000,0,1
9,2100,0,1
9,2200,0,1
9,2300,0,1
10,0,0,1
10,100,0,1
10,200,0,1
10,300,0,1
10,400,0,1
10,500,0,1
10,600,0,1
10,700,0,1
10,800,0,1
10,900,0,1
10,1000,0,1
10,1100,0,1
10,1200,0,1
10,1300,0,1
10,1400,0,1
10,1500,0,1
10,1600,0,1
10,1700,0,1
10,1800,0,1
10,1900,0,1
10,2000,0,1
10,2100,0,1
10,2200,0,1
10,2300,0,1
11,0,0,1
11,100,0,1
11,200,0,1
11,300,0,1
11,400,0,1
11,500,0,1
11,600,0,1
11,700,0,1
11,800,0,1
11,900,0,1
11,1000,0,1
11,1100,0,1
11,1200,0,1
11,1300,0,1
11,1400,0,1
11,1500,0,1
11,1600,0,1
11,1700,0,1
11,1800,0,1
11,1900,0,1
11,2000,0,1
11,2100,0,1
11,2200,0,1
11,2300,0,1
12,0,0,1
12,100,0,1
12,200,0,1
12,300,0,1
12,400,0,1
12,500,0,1
12,600,0,1
12,700,0,1
12,800,0,1
12,900,0,1
12,1000,0,1
12,1100,0,1
12,1200,0,1
12,1300,0,1
12,1400,0,1
12,1500,0,1
12,1600,0,1
12,1700,0,1
12,1800,0,1
12,1900,0,1
12,2000,0,1
12,2100,0,1
12,2200,0,1
12,2300,0,1
13,0,0,1
13,100,0,1
13,200,0,1
13,300,0,1
13,400,0,1
13,500,0,1
13,600,0,1
13,700,0,1
13,800,0,1
13,900,0,1
13,1000,0,1
13,1100,0,1
13,1200,0,1
13,1300,0,1
13,1400,0,1
13,1500,0,1
13,1600,0,1
13,1700,0,1
13,1800,0,1
13,1900,0,1
13,2000,0,1
13,2100,0,1
13,2200,0,1
13,2300,0,1
14,0,0,1
14,100,0,1
14,200,0,1
14,300,0,1
14,400,0,1
14,500,0,1
14,600,0,1
14,700,0,1
14,800,0,1
14,900,0.1,1
14,1000,1.9,1
14,1100,0.9,1
14,1200,0.5,1
14,1300,0.3,1
14,1400,0,1
14,1500,0,1
14,1600,0,1
14,1700,0,1
14,1800,0,1
14,1900,0,1
14,2000,0,1
14,2100,0,1
14,2200,0,1
14,2300,0,1
15,0,0,1
15,100,0,1
15,200,0,1
15,300,0,1
15,400,0,1
15,500,0,1
15,600,0,1
15,700,0,1
15,800,0,1
15,900,0,1
15,1000,0,1
15,1100,0,1
15,1200,0,1
15,1300,0,1
15,1400,0,1
15,1500,0,1
15,1600,0,1
15,1700,0,1
15,1800,0,1
15,1900,0,1
15,2000,0,1
15,2100,0,1
15,2200,0,1
15,2300,0,1
16,0,0,1
16,100,0,1
16,200,0,1
16,300,0,1
16,400,0,1
16,500,0,1
16,600,0,1
16,700,0,1
16,800,0,1
16,900,0,1
16,1000,0,1
16,1100,0,1
16,1200,0,1
16,1300,0,1
16,1400,0,1
16,1500,0,1
16,1600,0,1
16,1700,0,1
16,1800,0,1
16,1900,0,1
16,2000,0,1
16,2100,0,1
16,2200,0,1
16,2300,0,1
17,0,0,1
17,100,0,1
17,200,0,1
17,300,0,1
17,400,0,1
17,500,0,1
17,600,0,1
17,700,0,1
17,800,0,1
17,900,0,1
17,1000,0,1
17,1100,0,1
17,1200,0,1
17,1300,0,1
17,1400,0,1
17,1500,0,1
17,1600,0,1
17,1700,0,1
17,1800,0,1
17,1900,0,1
17,2000,0,1
17,2100,0,1
17,2200,0,1
17,2300,0,1
18,0,0,1
18,100,0,1
18,200,0,1
18,300,0,1
18,400,0,1
18,500,0,1
18,600,0,1
18,700,0,1
18,800,0,1
18,900,0,1
18,1000,0,1
18,1100,0,1
18,1200,0,1
18,1300,0,1
18,1400,0,1
18,1500,0,1
18,1600,0,1
18,1700,0,1
18,1800,0,1
18,1900,0,1
18,2000,0,1
18,2100,0,1
18,2200,0,1
18,2300,0,1
19,0,0,1
19,100,0,1
19,200,0,1
19,300,0,1
19,400,0,1
19,500,0,1
19,600,0,1
19,700,0,1
19,800,0,1
19,900,0,1
19,1000,0,1
19,1100,0,1
19,1200,0,1
19,1300,0,1
19,1400,0,1
19,1500,0,1
19,1600,0,1
19,1700,0,1
19,1800,0,1
19,1900,0,1
19,2000,0,1
19,2100,0,1
19,2200,0,1
19,2300,0,1
20,0,0,1
20,100,0,1
20,200,0,1
20,300,0,1
20,400,0,1
20,500,0,1
20,600,0,1
20,700,0,1
20,800,0,1
20,900,0,1
20,1000,0,1
20,1100,0,1
20,1200,0,1
20,1300,0,1
20,1400,0,1
20,1500,0,1
20,1600,0,1
20,1700,0,1
20,1800,0,1
20,1900,0,1
20,2000,0,1
20,2100,0,1
20,2200,0,1
20,2300,0,1
21,0,0,1
21,100,0,1
21,200,0,1
21,300,0,1
21,400,0,1
21,500,0,1
21,600,0,1
21,700,0,1
21,800,0,1
21,900,0,1
21,1000,0,1
21,1100,0,1
21,1200,0,1
21,1300,0,1
21,1400,0,1
21,1500,0,1
21,1600,0,1
21,1700,0,1
21,1800,0,1
21,1900,0,1
21,2000,0,1
21,2100,0,1
21,2200,0,1
21,2300,0,1
22,0,0,1
22,100,0,1
22,200,0,1
22,300,0,1
22,400,0,1
22,500,0,1
22,600,0,1
22,700,0,1
22,800,0,1
22,900,0,1
22,1000,0,1
22,1100,0,1
22,1200,0,1
22,1300,0,1
22,1400,0,1
22,1500,0,1
22,1600,0,1
22,1700,0,1
22,1800,0,1
22,1900,0,1
22,2000,0,1
22,2100,0,1
22,2200,0,1
22,2300,0,1
23,0,0,1
23,100,0,1
23,200,0,1
23,300,0,1
23,400,0,1
23,500,0,1
23,600,0,1
23,700,0,1
23,800,0,1
23,900,0,1
23,1000,0,1
23,1100,0,1
23,1200,0,1
23,1300,0,1
23,1400,0,1
23,1500,0,1
23,1600,0,1
23,1700,0,1
23,1800,0,1
23,1900,0,1
23,2000,0,1
23,2100,0,1
23,2200,0,1
23,2300,0,1
24,0,0,1
24,100,0,1
24,200,0,1
24,300,0,1
24,400,0,1
24,500,0,1
24,600,0,1
24,700,0,1
24,800,0,1
24,900,0,1
24,1000,0,1
24,1100,0,1
24,1200,0,1
24,1300,0,1
24,1400,0,1
24,1500,0,1
24,1600,0,1
24,1700,0,1
24,1800,0,1
24,1900,0,1
24,2000,0,1
24,2100,0,1
24,2200,0,1
24,2300,0,1
25,0,0,1
25,100,0,1
25,200,0,1
25,300,0.1,1
25,400,0,1
25,500,0,1
25,600,0,1
25,700,0.4,1
25,800,0.9,1
25,900,0.3,1
25,1000,0.1,1
25,1100,0,1
25,1200,0.1,1
25,1300,0.4,1
25,1400,0.5,1
25,1500,0.5,1
25,1600,0.5,1
25,1700,0.1,1
25,1800,0.1,1
25,1900,0.4,1
25,2000,0.5,1
25,2100,0.1,1
25,2200,0,1
25,2300,0,1
26,0,0,1
26,100,0,1
26,200,0,1
26,300,0,1
26,400,0,1
26,500,0,1
26,600,0,1
26,700,0,1
26,800,0,1
26,900,0,1
26,1000,0,1
26,1100,0,1
26,1200,0,1
26,1300,0,1
26,1400,0,1
26,1500,0,1
26,1600,0,1
26,1700,0,1
26,1800,0,1
26,1900,0,1
26,2000,0,1
26,2100,0,1
26,2200,0,1
26,2300,0,1
27,0,0,1
27,100,0,1
27,200,0,1
27,300,0,1
27,400,0,1
27,500,0,1
27,600,0,1
27,700,0,1
27,800,0,1
27,900,0,1
27,1000,0,1
27,1100,0,1
27,1200,0,1
27,1300,0,1
27,1400,0,1
27,1500,0,1
27,1600,0,1
27,1700,0,1
27,1800,0,1
27,1900,0,1
27,2000,0,1
27,2100,0,1
27,2200,0,1
27,2300,0,1
28,0,0,1
28,100,0,1
28,200,0,1
28,300,0,1
28,400,0,1
28,500,0,1
28,600,0,1
28,700,0,1
28,800,0.2,1
28,900,0,1
28,1000,0,1
28,1100,0,1
28,1200,0,1
28,1300,0,1
28,1400,0,1
28,1500,0,1
28,1600,0,1
28,1700,0,1
28,1800,0,1
28,1900,0,1
28,2000,0,1
28,2100,0,1
28,2200,0,1
28,2300,0.1,1
 Start : 20210301 ,,,
1,0,0.5,2
1,100,1.5,2
1,200,2.3,2
1,300,3,2
1,400,2.7,2
1,500,5.1,2
1,600,3.9,2
1,700,4.9,2
1,800,7.5,2
1,900,1.9,2
1,1000,1,2
1,1100,0.6,2
1,1200,1.1,2
1,1300,1.3,2
1,1400,1.7,2
1,1500,0.3,2
1,1600,0.4,2
1,1700,0.6,2
1,1800,0.1,2
1,1900,0,2
1,2000,0,2
1,2100,0,2
1,2200,0,2
1,2300,0,2
2,0,0,2
2,100,0,2
2,200,0,2
2,300,0,2
2,400,0,2
2,500,0,2
2,600,0,2
2,700,0,2
2,800,0,2
2,900,0,2
2,1000,0,2
2,1100,0,2
2,1200,0,2
2,1300,0,2
2,1400,0,2
2,1500,0,2
2,1600,0,2
2,1700,0,2
2,1800,0,2
2,1900,0,2
2,2000,0,2
2,2100,0,2
2,2200,0,2
2,2300,0,2
3,0,0,2
3,100,0,2
3,200,0,2
3,300,0,2
3,400,0,2
3,500,0,2
3,600,0,2
3,700,0,2
3,800,0,2
3,900,0,2
3,1000,0,2
3,1100,0,2
3,1200,0,2
3,1300,0,2
3,1400,0,2
3,1500,0,2
3,1600,0,2
3,1700,0,2
3,1800,0,2
3,1900,0,2
3,2000,0,2
3,2100,0,2
3,2200,0,2
3,2300,0,2
4,0,0,2
4,100,0,2
4,200,0,2
4,300,0,2
4,400,0.2,2
4,500,0.7,2
4,600,1.4,2
4,700,1.4,2
4,800,1.4,2
4,900,1.1,2
4,1000,0.8,2
4,1100,0.1,2
4,1200,0,2
4,1300,0.1,2
4,1400,0.3,2
4,1500,0,2
4,1600,0,2
4,1700,0,2
4,1800,0,2
4,1900,0,2
4,2000,0,2
4,2100,0,2
4,2200,0,2
4,2300,0,2
5,0,0,2
5,100,0,2
5,200,0,2
5,300,0,2
5,400,0,2
5,500,0,2
5,600,0,2
5,700,0,2
5,800,0,2
5,900,0,2
5,1000,0,2
5,1100,0,2
5,1200,0,2
5,1300,0,2
5,1400,0,2
5,1500,0,2
5,1600,0,2
5,1700,0,2
5,1800,0,2
5,1900,0,2
5,2000,0,2
5,2100,0,2
5,2200,0,2
5,2300,0,2
6,0,0,2
6,100,0,2
6,200,0,2
6,300,0,2
6,400,0,2
6,500,0,2
6,600,0,2
6,700,0,2
6,800,0,2
6,900,0,2
6,1000,0,2
6,1100,0,2
6,1200,0,2
6,1300,0,2
6,1400,0,2
6,1500,0,2
6,1600,0,2
6,1700,0,2
6,1800,0,2
6,1900,0,2
6,2000,0,2
6,2100,0,2
6,2200,0,2
6,2300,0,2
7,0,0,2
7,100,0,2
7,200,0,2
7,300,0,2
7,400,0,2
7,500,0,2
7,600,0,2
7,700,0,2
7,800,0,2
7,900,0,2
7,1000,0,2
7,1100,0,2
7,1200,0,2
7,1300,0,2
7,1400,0,2
7,1500,0,2
7,1600,0,2
7,1700,0,2
7,1800,0,2
7,1900,0,2
7,2000,0,2
7,2100,0,2
7,2200,0,2
7,2300,0,2
8,0,0,2
8,100,0,2
8,200,0,2
8,300,0,2
8,400,0,2
8,500,0,2
8,600,0,2
8,700,0,2
8,800,0,2
8,900,0,2
8,1000,0,2
8,1100,0,2
8,1200,0,2
8,1300,0,2
8,1400,0,2
8,1500,0,2
8,1600,0,2
